,SampleID,CPB2+Proteomics,C1QA+Proteomics,ATP11B+Proteomics,VTN+Proteomics,C8G+Proteomics,MMRN1+Proteomics,MBL2+Proteomics,SERPINA3+Proteomics,CD44+Proteomics,C9+Proteomics,APOC4+Proteomics,HPX+Proteomics,PFN1+Proteomics,RBP4+Proteomics,C1QB+Proteomics,SERPINF1+Proteomics,C5+Proteomics,SERPINA5+Proteomics,NPHP3+Proteomics,APOC1+Proteomics,MGP+Proteomics,F9+Proteomics,ACTBL2+Proteomics,AMBP+Proteomics,TFRC+Proteomics,CFH+Proteomics,IGFALS+Proteomics,APOC2+Proteomics,CPN2+Proteomics,PROS1+Proteomics,C4BPA+Proteomics,ILK+Proteomics,SERPINC1+Proteomics,A1BG+Proteomics,C8A+Proteomics,FGG+Proteomics,GPLD1+Proteomics,INPP5E+Proteomics,ITIH1+Proteomics,ENO1+Proteomics,ECM1+Proteomics,KNG1+Proteomics,ITGA2B+Proteomics,JCHAIN+Proteomics,C1RL+Proteomics,HPR+Proteomics,PRDX2+Proteomics,F2+Proteomics,SH3GL3+Proteomics,PF4+Proteomics,C6+Proteomics,SERPING1+Proteomics,RBFA+Proteomics,C2+Proteomics,ITIH2+Proteomics,FGB+Proteomics,APCS+Proteomics,PLG+Proteomics,IGHM_1+Proteomics,CFI+Proteomics,IGKV3-11+Proteomics,HBB+Proteomics,IGHV4-34+Proteomics,SERPINF2+Proteomics,ITIH4+Proteomics,F10+Proteomics,IGKV3-15+Proteomics,KIF14+Proteomics,CFB+Proteomics,TTN+Proteomics,ATRN.1+Proteomics,APOE+Proteomics,HBD+Proteomics,CLU.1+Proteomics,RYR2+Proteomics,IGLV1-47+Proteomics,PON3+Proteomics,SAA2+Proteomics,C1S+Proteomics,IGHV3-23+Proteomics,THBS1+Proteomics,ALB+Proteomics,TNNT3+Proteomics,INPP5E+Proteomics,CTTNBP2+Proteomics,ABCF1+Proteomics,SERPINA10+Proteomics,CAND1+Proteomics
133,ZPDABJR-E14,419018.9601,3410450.754,206447.0102,20495701.02,2058140.441,49712.91224,19333.29609,19820197.46,50021.19835,2935929.714,138370.0326,74432120.41,82061.90357,3045849.02,1001649.962,2490840.135,2885160.206,430642.1477,13365.31055,1321809.647,15099.77623,176519.9845,406893.8643,6257560.918,147401.0218,13695304.43,2469300.527,2349740.489,1454059.626,1457099.534,7447088.13,84779.80338,13650798.43,13287496.72,1645419.482,231735045.5,1228579.683,15943.70167,5925670.598,932194.1928,950955.9574,5925231.127,27577.40334,7360498.258,324626.8939,940660.7616,131381.9902,13221101.11,515893.9492,237519.9221,1477660.08,16515301.82,177056.9562,1908599.541,12988702.64,213116935.3,93539.16955,12023703.48,15697201.04,1880089.616,5084209.329,7440488.949,5249.494562,5142918.996,5319738.873,349618.015,2316719.584,10750.23914,9188646.91,251611.9644,45853.9056,10995897.29,120687.0204,1038580.059,649981.8917,770243.9928,447364.1117,247795.077,1463110.195,951416.1571,229139.0788,1441770111.0,28203.04184,15943.70167,12127.59617,41093.11285,83167.77411,60099.69296
134,ZPDABJR-E15,401371.8745,2092462.011,131775.2588,12613890.69,1651070.164,313600.8621,151888.1718,13680807.02,31731.98166,2316074.131,91843.49992,71993334.25,14326.08662,2072283.565,1211128.071,1765554.592,2336957.392,316946.5415,17917.73617,2920289.57,6777.981576,440102.4874,39729.14154,9562457.5,93368.61097,13754687.24,2009005.384,2085844.243,1334668.477,1660492.758,10393296.65,38777.17276,10417097.34,9615097.125,1904459.266,122971606.3,926351.3741,199193.3557,3612209.155,709872.303,700662.423,7604331.527,35005.8884,4671291.354,244155.3728,1300901.23,50123.51607,9405674.661,459641.6478,397250.635,1312703.808,10664625.73,181388.0642,1583900.195,10734710.88,101192000.2,327928.0988,11577897.87,11775622.57,1341346.002,2979998.141,10786773.05,149576.0847,3276672.378,4500768.718,437668.7948,1100349.192,97083.60093,8031455.316,669822.819,63370.7733,9067667.126,255308.1382,1114403.297,166889.0762,560397.1138,405398.1557,80041.46762,1473085.767,455862.7496,261895.1832,2080913716.0,46973.51718,199193.3557,26970.22618,203280.1754,14635.04945,705682.6429
135,ZJBOZ2X-E11,531087.4823,2381765.588,200845.9716,10986206.66,1365464.144,111580.8561,11077.33136,20926678.38,28256.59487,1597771.865,84763.76208,85729595.47,56272.01484,2115709.325,1422128.107,1474495.511,3485199.958,310628.3543,12598.28733,4232914.742,8893.403945,450160.517,31718.12788,10357912.93,59112.26988,11060704.93,1809826.539,3168327.414,1278437.321,1544255.459,10704692.37,35394.80483,9309485.455,13627144.99,1548940.182,115778329.1,598748.2464,208692.6116,4883249.294,724476.8174,479622.5617,7715456.027,25251.99937,2694301.741,209405.5277,5115557.342,30904.51492,10066926.85,159062.0341,367666.9573,1316439.692,9667021.369,119008.9047,1439014.801,13363920.78,102414872.8,247321.8197,10828574.5,10896715.45,1750153.463,2197284.122,7557826.661,86417.14809,3490518.676,4409091.542,535089.2427,1143646.694,73124.13331,6948306.673,746389.9318,13415.07281,12398308.74,249309.7881,1143282.103,178964.0147,416905.2459,371648.6907,15131.11995,1371116.759,370686.4874,75329.63926,1856090616.0,39977.7595,208692.6116,241186.5616,162900.3299,48241.92982,1317937.02
136,ZJBOZ2X-E12,365524.8589,1544769.335,157170.3985,6098022.319,1015550.112,58712322.86,9611.010903,14190479.47,20534.89571,1322255.916,100705.992,57672490.96,4543.127251,2229671.9,810285.0516,1143543.646,2373805.005,184200.8253,5256.371906,5541480.356,3618.430673,183926.5215,12422.05069,6820896.78,41271.83605,7977747.326,1339617.781,2266775.368,1063478.915,1127909.59,7818606.12,24857.4382,9479174.527,9304518.091,1103197.759,72881029.37,402667.637,226029.257,3324947.2,654094.7004,236193.5431,5366871.816,19722.02404,2180957.158,145859.5174,772400.7288,7714119.156,8315663.795,105357.245,86915.14689,914630.8147,7388089.947,130292.0922,771320.0031,9992678.443,72782587.21,233943.3996,8007608.442,9203301.109,1323869.972,1570617.014,1316225928.0,69596.63823,2511207.827,3587058.89,308168.5265,1101776.373,52818.65705,5863659.912,498187.7425,41998.2036,9402871.686,33574672.7,807632.8124,159523.5616,278639.4491,332651.0357,13659.71635,1002249.314,492464.4304,14477.35072,1196107573.0,29988.25594,226029.257,65078.79871,160528.508,54723.39059,1232229.885
137,ZJBOZ2X-E13,410124.9536,2245750.151,169901.0214,11104399.18,998376.1882,15799296.67,3701.19671,17300795.03,28241.20448,1391189.964,97746.13248,69742995.78,2791.231652,2714889.408,1261189.82,1367740.401,3077309.246,237769.9715,6968.126925,2789650.586,12016.82844,213811.9556,12510.8179,8333510.906,61984.50532,10446099.39,1581480.131,2456379.436,1225390.38,1436270.446,8105192.389,49503.50309,10857999.6,12093302.99,1592889.766,122758016.5,457500.8823,13705.69626,4638329.886,812853.0299,641064.0584,5777019.765,8963.950706,3004680.165,162701.0459,906522.9381,1198209.711,9491317.944,150189.0389,247420.0688,1356539.851,9261940.126,196547.9785,1332810.277,12781102.92,100644005.2,215050.9531,10413198.96,9113141.262,1495569.993,2034400.09,473422161.1,90633.01137,2904559.594,3841491.152,894766.055,604013.8059,5759.00157,7048012.245,28657.00067,38539.30675,12571199.7,6722931.41,1007020.066,202715.9386,333063.0997,353976.9761,2872.326524,1471899.767,118854.9942,87260.49275,1597150369.0,7714.301136,13705.69626,3975.729811,166533.0504,87820.12698,265183.962
138,ZJBOZ2X-E14,482734.3624,2294677.536,181808.4842,9718215.543,1252761.195,10560318.42,2589.378231,14591046.25,23616.04901,1412050.251,113629.6651,68804042.72,18975.45109,1978615.701,1255847.626,1238583.756,3424210.59,230492.455,4646.302016,3974770.136,7034.440672,401266.1687,7149.667492,9113097.044,54658.18752,10001409.52,1674837.854,2845044.919,1244720.161,1474802.156,9248961.794,41310.47419,7452845.904,11284663.0,1322769.266,100353799.6,506843.2105,200012.4113,4295754.155,665574.2069,425063.8373,6947054.574,4664.644852,2642917.572,209170.5185,1249933.577,1310630.882,8876072.372,145153.5167,160945.1972,1169791.516,9478517.503,203581.9318,1169426.696,12113311.65,90051689.02,212592.3267,9894600.307,11136789.05,1198019.533,1962335.107,377918525.5,82719.5089,2908633.315,4065580.697,476983.5545,1358779.569,72057.95059,6411097.861,523137.259,37575.63853,11644537.47,5410835.685,1086841.403,192377.4267,371494.1585,355684.85,6195.834191,1307210.458,405218.3552,72685.50152,1664094250.0,45457.16214,200012.4113,29572.52889,160366.1361,66390.07679,1107112.194
139,ZJBOZ2X-E15,591884.8483,2430650.442,227224.9925,13667499.62,1451969.784,860843.2278,4007.622191,22109100.58,20176.9991,1669640.419,87840.27801,92206428.44,5266.5092,4133040.299,1455810.354,1814389.795,3926860.726,320986.0336,8528.223043,2764999.905,11753.29787,549946.976,5288.10094,10384496.99,86503.80663,14166303.3,1987660.597,2561619.918,1560359.47,1824470.003,10538301.32,62587.19937,14283299.99,17492801.23,2100920.296,127245024.1,743790.0897,12895.80309,6273760.392,728488.1605,692754.1871,7475698.735,5017.974204,3712681.178,240270.0,1465730.06,217969.991,11777402.07,182482.0458,351465.1211,1521270.212,12741996.41,238792.0035,1369979.619,13423699.6,101288981.4,227156.9625,12007196.44,12809199.65,2105340.28,2662730.523,36875595.2,67691.4969,3856749.463,4460759.694,808104.8688,1990920.248,8444.25248,8541807.768,30893.29215,53860.20125,15279701.25,553488.9541,1032229.975,302775.9314,414511.0397,364713.9861,11278.35739,1703950.506,696757.9341,135147.0036,1821540593.0,10782.88101,12895.80309,1133.439759,184184.9939,85079.91668,285234.9023
140,ZLTUJTN-E11,925401.5566,4593938.142,369903.6473,43420710.58,2636111.568,5078.765688,28565.77399,30896284.11,31899.80534,3784155.649,540917.8572,171182502.2,5715.211621,9208788.893,2765157.066,4806015.931,5375695.537,764347.9434,95449.49869,12441093.85,16124.20042,1205783.95,16035.19273,15771209.83,358650.7196,34812690.95,3119233.233,17556354.85,2070876.374,2531778.919,19914832.37,88710.05388,22843177.36,28521766.45,3204016.174,228199438.4,1526652.204,32983.57142,9366573.864,2402375.106,904242.3738,20978962.55,9260.223091,9525609.656,427658.5921,21188968.18,4230.610055,24685662.02,155672.0053,87982.5625,2268237.064,26877954.26,695138.0544,2073576.726,18884117.12,225544990.1,377390.8712,20128132.66,28293160.37,4074438.997,3156468.668,2592621.194,60572.27595,6479809.638,8951760.453,2277042.834,2367413.035,57547.67411,24275034.33,48583.5402,86482.46355,22043042.03,51015.5698,2151587.378,312039.6858,320723.3797,502927.1806,72378.31996,2961979.038,1926298.7,12831.59091,663508634.9,2700.573316,32983.57142,2234.072052,22700.2411,168731.5227,430630.2079
141,ZLTUJTN-E12,1148412.891,4741328.756,403268.1665,43427031.4,2561042.919,96976.66364,32914.14269,30039552.8,46981.33212,3977608.903,580533.5823,158175399.6,24580.74665,9933013.214,3027635.295,4860185.675,5143075.85,865059.5952,90479.91791,12657682.94,20502.04216,1355599.895,32729.49961,15067011.97,393782.6439,32591445.4,3579111.356,18089760.86,2080746.818,2732670.344,20995546.42,68750.3768,23104971.91,30694354.61,3467080.732,207568171.9,1847329.774,36074.95563,9331321.635,1736871.992,776808.7899,21423338.74,32317.09727,9649949.755,501298.3639,17835891.59,18895.56451,27085924.54,165048.4426,497083.9513,2369185.942,28292572.03,689724.1707,2017783.561,18814609.36,221528949.2,338965.7544,20639003.79,26350189.47,4564925.864,4384770.795,5427062.151,36490.92243,6698190.607,7031056.222,2520729.71,3252663.168,54662.73405,24772051.25,55835.69145,86266.33235,21306938.83,49487.2756,1988253.114,486263.9118,342083.7387,535775.8397,100768.8352,3045779.351,2929209.603,99348.4611,691411807.3,4794.085754,36074.95563,5104.167647,22070.4741,162341.2386,288951.9339
142,ZLTUJTN-E13,1237279.492,5391069.209,426229.2276,39502482.9,2815266.369,64326.25149,5443.198862,31325408.77,55903.84915,4172440.367,658639.7235,166220145.1,3500.631477,10136385.76,3339475.27,5267985.705,5528857.662,927237.893,87469.35288,11448775.76,22203.20004,1352699.545,6578.312781,16075051.24,404413.0425,34722079.08,3775221.861,18732368.65,2483821.384,2944395.417,22669354.88,86487.85878,23626457.58,33096836.72,3715435.774,213824214.6,1852612.857,35675.10363,9468470.72,1863327.713,872188.2323,22651762.93,42261.56637,9999260.687,541292.9228,19847995.81,5984.396294,28463505.18,182791.5685,405103.2124,2617303.868,30229839.85,820412.5298,2401043.316,20331171.34,235090337.0,333516.8209,22310352.93,30046633.06,4753965.491,4816387.375,3441724.052,47137.25087,7358498.581,8753387.456,2486163.937,3702222.059,53499.2112,25194054.87,56296.59322,26379.32448,21097664.99,39508.07682,2251336.067,495601.1467,374732.0895,611003.0262,100002.7397,3211598.246,3150130.139,78289.43438,611140987.1,4862.558866,35675.10363,3397.505097,25521.93334,174339.5059,302421.252
143,ZLTUJTN-E14,881780.471,4994227.117,357201.8434,42706430.99,2698563.116,163416.0319,34751.79795,30461000.66,38114.43844,3857995.42,613966.3238,174544541.6,6075.625395,9712895.438,2924989.469,4862477.016,5969588.271,835789.437,85860.68129,15347709.21,17783.35614,1062602.072,17233.13435,15906355.67,412673.136,33182747.29,3223909.913,17590339.6,2041431.885,2546227.683,19556705.23,62915.59307,22157626.28,27821753.22,3319558.625,266760533.8,1704727.839,32787.08451,9157611.937,1938138.179,1235368.484,20100527.13,26408.23021,9432834.99,434296.259,21560092.02,33711.4252,25105149.84,174398.729,627506.1183,2305263.125,26459271.41,722986.9094,2221542.021,19091670.41,246448336.1,516228.4046,20064891.24,28150164.17,4029389.949,3668477.485,8044046.552,77876.477,6626428.187,9116635.093,2236311.923,2311903.901,32205.2886,23895406.92,77229.26389,86680.50872,19919802.39,89762.17416,2132404.942,317399.4274,359636.519,503855.3187,64955.31683,3182016.752,1505289.975,158528.2029,452380029.0,4590.004969,32787.08451,6946.786291,45268.81747,184153.5904,578432.8654
144,ZLTUJTN-E15,792361.9079,4716123.279,392058.6596,42086669.16,2661687.927,3184.783469,38613.70127,29617981.77,17293.47288,3257739.918,511271.4709,163449531.4,5739.138059,8466768.427,2378845.261,4537165.958,5450321.868,797939.5888,108922.3131,7123574.923,17754.90475,885271.2231,20376.79922,13671706.54,355795.8111,32461132.56,2945885.65,16920161.46,1884721.597,2090983.142,17010709.74,92554.78772,20663338.1,27319542.72,2605628.547,203636368.2,1631717.643,21859.30633,9007341.941,2284948.154,663680.7941,17157071.64,26000.64874,8425027.706,428780.568,16471858.43,18312.86634,24821552.19,150020.4865,509728.6788,1951497.251,26523172.24,592711.2848,1881862.775,18017556.08,196586634.7,174303.2567,18099920.19,23861807.61,3634712.946,3582760.065,3374634.911,6540.640576,6751843.342,8084348.029,1962008.689,2407492.712,32680.2183,21871366.11,57424.94701,72102.41692,18883986.23,68544.81887,1777071.133,469400.5478,315423.3636,448671.4937,68727.983,2459800.703,1867504.126,220723.3909,905833089.4,4765.39471,21859.30633,4518.809662,15431.27876,172702.5668,172002.499
145,ZL9BTWF-E11,802871.7356,2710016.115,244495.7734,23942658.22,2100003.061,59363.14886,12088.18479,17304452.97,47195.77193,2254490.5,286050.4325,129079083.6,9992.708121,4024142.603,1852792.644,2736366.42,4911934.868,737937.9572,17666.76532,4687443.921,11035.39003,778657.846,25540.86915,12782617.93,119388.9675,17790947.36,2746684.932,5368732.154,2080343.023,2451902.193,16511066.78,104514.2403,18502540.01,22278210.24,2693274.786,174451407.9,1732795.535,14699.09793,6817777.09,1475497.453,884872.4578,10621690.05,38182.13091,3484427.001,262380.3221,5143040.201,15432.02751,17090958.82,57314.00133,206800.4788,2010816.498,19446942.33,279934.5437,2320091.061,17169920.22,161201508.1,362112.8882,15984053.71,19884900.4,2805798.55,4044724.476,3939469.678,43319.23064,5360291.396,5433234.934,1125231.176,1391124.394,14268.6379,15558288.19,41823.03099,70179.40034,13794597.25,83061.94303,1456859.177,301544.2082,207914.3775,554792.9772,3047.018059,2040653.776,621403.1374,73310.8951,1433207150.0,10377.13092,14699.09793,3431.396204,176556.4498,179455.9211,339261.9247
146,ZL9BTWF-E12,909793.1205,2779949.028,249313.9356,22409901.94,2304830.138,2047739.832,17102.80099,17844894.05,43645.61211,2069049.887,297800.985,117341980.0,23983.90577,3851940.533,1877210.494,2734440.046,5051050.377,704447.1748,3419.632589,6568379.258,8794.488771,695316.8375,26353.00757,11874899.76,95001.58744,17169003.84,2735869.528,5781570.47,2012549.727,2428680.027,16253003.36,76452.39094,17020298.46,19511995.57,2713969.355,165794970.3,1668340.113,19105.92367,6920419.199,1506359.827,721607.096,9866760.093,38075.99191,3703310.282,271134.0917,3038679.318,278518.9569,15958104.91,63827.07878,101007.0173,1997000.136,18133197.4,289551.0093,2146100.192,16994304.68,145133970.5,413555.9502,14283002.98,18320899.48,2647650.018,3741330.539,80152600.91,61378.68003,4975430.742,5556758.074,1080930.249,1237849.938,43444.96694,15664104.95,25296.30417,81456.6013,13492197.44,1083380.051,1553910.52,234697.0203,202145.9817,560589.812,10941.91888,2184600.43,472853.9097,26808.79957,1425250143.0,10912.90065,19105.92367,1868.729451,175173.0123,81812.91586,384663.9224
147,ZL9BTWF-E13,645209.8778,2181779.691,226741.9805,20579006.52,1870719.729,82009.58975,5870.090376,15403501.46,31223.50768,2167470.609,211185.0232,131794963.6,29818.10595,3321330.824,1396970.379,2093069.81,4195798.603,638684.9812,4399.009495,5279299.196,5404.790567,386770.9731,27339.70395,12147802.31,72476.41627,14980298.13,2585950.09,6242657.999,1921649.782,1876190.644,17130500.89,60264.59258,13739403.17,17160401.83,2535820.155,136696967.7,1206079.854,136628.0333,6455569.756,1510639.515,536039.9499,10976798.48,32871.09738,2768670.619,222399.9595,4096331.384,16416.89876,14838500.78,45914.58865,523559.1457,1445790.415,16985401.67,316262.0667,2214139.976,14754400.84,136207037.0,336198.0893,14024499.99,22539794.09,2355180.172,2570910.578,5035079.058,43618.90703,4762319.558,5046938.234,1122149.918,1267690.385,21478.29719,13011698.84,350406.0115,65265.81895,11403402.36,88903.58649,1755470.108,196959.025,180668.9427,452429.978,9340.078759,1817490.005,419292.9362,249619.9992,1785750031.0,12879.6967,136628.0333,609.3249478,144726.0402,92914.10475,909861.8607
148,ZL9BTWF-E14,453450.0144,2817499.649,252649.0098,17257701.58,1552800.439,156476.9902,13440.00449,17603402.82,15532.09698,1790539.606,232135.0748,104535013.1,4726.561713,3243279.663,1184569.98,2248920.139,3685500.185,447285.0459,10088.48811,9011638.433,6092.013569,433917.1252,11297.5005,12819396.41,65417.68111,15686802.76,1907459.507,6982218.14,1509240.197,1850440.094,12927598.85,38127.09521,12353598.4,15503998.49,2072210.31,143294003.8,1210519.593,294073.0397,4564039.984,804217.9435,488673.0441,11329296.95,8194.067785,3109189.244,216632.0237,3777980.959,27617.4022,14101995.6,46949.29911,255280.0021,1229719.634,17381701.75,240703.0672,1621000.382,14221102.7,112915007.0,442400.0429,13493198.15,21380896.34,1671919.552,2842659.757,8038628.789,39240.69573,4917630.816,4373849.049,710900.9317,795799.794,89207.10504,11417298.56,857328.1566,69506.00476,12015197.27,202432.0224,1345099.998,167829.9886,192015.9993,258895.0758,42697.64604,1698129.438,178366.9754,147039.9851,1892940607.0,50971.98794,294073.0397,62272.60452,160554.9924,73101.02425,1670229.591
149,ZL9BTWF-E15,733562.3149,2679012.719,255081.722,22034029.23,2206426.104,246809.7735,23839.5602,19868229.76,40873.83527,2505678.698,275679.0291,134309861.9,4875.409326,3843155.712,1580631.901,2703786.865,4824205.723,717172.1801,4251.186983,7499536.481,9307.577445,603858.0806,19880.26603,12980116.53,134701.837,16916057.11,2817003.645,7476025.193,2068537.957,2455831.25,17312851.18,72630.10272,17613398.89,22558690.69,2467091.854,139048216.6,1635170.904,21720.20351,7390497.225,1312813.0,673594.111,11198327.95,40837.30386,3628922.963,254837.842,3621409.772,40055.42416,17843558.23,56097.54442,573470.5999,1885766.999,21360617.24,318441.7565,2214193.692,17357550.1,122643879.7,462851.5411,14424420.26,13165144.31,2952120.132,3881573.028,10946831.39,66390.07679,5353644.828,5839526.655,1075391.095,1140440.699,17521.51618,15820589.26,31978.61863,75415.84251,13664601.01,215827.6235,1639790.413,214240.2465,193370.7422,536251.4061,12084.69216,1921524.579,500569.2003,292222.958,1527049836.0,28167.81429,21720.20351,5660.289,206959.6509,165601.9345,808108.7898
150,ZL63I8R-E11,660674.4374,3523529.837,263495.7195,21506359.55,1852882.544,462784.1729,481608.0563,25756978.0,29293.84606,2533710.04,212150.7127,101739876.0,20733.84411,3906946.312,2361267.405,3239612.887,5882426.669,343288.0234,37096.10256,14027066.58,13875.40647,309047.6994,43785.63458,11601274.74,78395.86822,19639433.77,1866559.413,6890704.215,1418456.031,2060552.798,13705769.56,80549.0526,8804258.049,18314843.02,2076640.423,281498.947,1469506.185,17987.66126,7868078.932,2149902.793,573442.7756,11467598.79,42600.41901,7848741.967,281678.5148,27172236.87,12052.45982,11986440.81,436296.6891,2271273.483,1416117.947,16463639.94,436320.8832,2012350.253,17797731.12,560474.8067,1072279.815,15444501.82,34131251.99,1491362.975,6276461.478,7631789.771,449446.5409,2710673.649,8671739.572,1367254.14,1829109.482,4620.393468,11126989.68,5503.104464,109215.6443,12547529.48,135309.1616,2020162.618,81441.13234,608134.1157,432940.728,35217.3809,2732045.348,189326.9156,657895.9929,1583214956.0,7752.284064,17987.66126,16371.15546,166735.2944,100814.9452,936402.9799
151,ZL63I8R-E12,601397.773,3676725.398,300126.2538,22130458.42,2334755.426,1207791.505,490682.4001,26822493.04,32572.5715,2611378.228,194451.387,66788204.76,4549.516848,3289142.311,2598828.498,3272314.544,6253359.378,235776.4337,40013.24464,16642052.05,8765.25289,190978.4065,13643.61658,4964166.245,63086.77581,9516040.624,2078915.949,6767164.368,1120436.922,1667308.918,11890615.0,90204.38833,10183781.25,16574706.64,1600254.572,1531432.13,1402977.071,24033.1811,8702267.898,1980303.331,793818.6875,8678233.658,50068.30517,7695907.349,288797.7546,22176679.01,116488.6607,9129598.599,423995.6682,1214532.782,1299603.407,18279078.42,468981.0163,2177965.997,19717591.48,1709496.455,1383163.238,12721892.81,30647371.3,1242168.967,5677246.687,22023646.15,522872.6198,3514212.497,9322658.567,929419.2497,1835574.196,10717.02317,9286670.391,6136.371024,19508.93549,13957139.91,368718.4289,1865020.425,79283.88294,571934.3381,458432.5635,45745.74696,2460431.635,276987.2416,645143.2447,1659509796.0,12802.76849,24033.1811,6465.057696,16072.64783,121826.63,1213556.628
152,ZL63I8R-E13,556900.4759,2517604.096,227743.4442,17847516.5,1590435.022,82097.46188,102070.0444,16982199.62,23333.57916,2005457.553,96220.72171,106491275.6,37701.12621,2762034.673,1624551.445,2081785.507,4008969.47,432568.7743,13293.46889,2496075.254,7842.126746,470107.1182,109771.9558,12062369.51,51860.55409,19606789.69,1690853.224,3229590.909,1534024.4,1547105.34,12630601.42,44732.01106,12132133.98,15247612.24,2022095.915,177756860.4,1016247.238,135950.318,6332703.049,1172982.452,746669.3575,10116311.29,17484.69225,6136267.732,202779.1789,7019028.836,25983.89343,13781026.33,264020.4218,642973.6101,1278100.631,17472346.06,372918.282,1980673.979,13761553.45,164048822.8,371221.3086,14816691.49,21772594.52,1100257.671,4087111.015,4949907.037,161813.2252,3643137.46,6451172.664,1168551.592,2470137.635,19940.16877,9171523.678,420166.0298,53345.5386,9504504.593,92163.6351,1530010.369,200235.7431,450438.3072,70088.49377,40284.01892,1794710.855,761001.6203,300425.969,1802547336.0,11235.60352,135950.318,16972.22852,141704.8882,60974.14488,1245151.623
153,ZL63I8R-E14,750972.2122,3586412.495,324680.2266,22038917.07,2045610.443,7559.338691,19068.45057,18291245.76,39202.28154,1869304.286,64793.43395,105025178.7,7202.337929,3813832.361,1635125.568,2626590.749,4122476.96,552632.1617,58860.00319,374908.7574,12653.15905,645250.5766,2197.3066,12830108.19,88246.41195,21872578.95,2115987.978,3548529.822,1657962.563,1965384.292,11725125.26,90543.91075,12839004.42,22686016.99,1853293.572,203660365.1,1520885.381,17274.30444,5807315.563,730168.5478,892220.0233,9123715.311,10550.95798,8694309.362,271657.622,6970013.405,12731.01655,18438142.67,276088.2568,606109.9497,1593237.598,18703436.06,277281.1466,2227833.524,13385057.49,205538013.7,92125.31329,16683284.39,23720153.33,1325587.066,8840766.335,2889883.693,44353.18231,4563027.76,5595904.845,1258583.933,3266784.824,11126.86848,10934697.7,56821.92157,48577.14226,10553220.54,51819.94989,1324163.649,597015.9708,715340.2033,289689.928,82347.65804,1635635.67,867094.6754,285729.4072,1587049522.0,37247.34569,17274.30444,1873.915261,91577.7818,79953.30219,78225.42656
154,ZL63I8R-E15,744256.8143,3015749.151,229390.9581,19760703.86,1717789.706,122766.0394,75601.4875,18224602.35,30400.89128,1994049.786,102681.0195,102201986.7,6737.861229,4171321.269,2034669.444,2570860.682,4441461.331,479489.9329,18886.80438,1738900.556,10716.29811,653391.8799,43449.59171,11178497.86,60552.08429,20082297.59,1920130.586,2777720.483,1633709.453,1966140.514,12265502.46,87179.4209,15695503.78,19517595.59,2174870.395,177997038.9,1458710.339,10978.39856,6494310.804,1285610.334,1034970.345,10573802.87,34042.89245,7915477.76,249772.9988,9675407.54,33113.5944,14837698.55,305214.9279,718083.9543,1581620.451,18553499.59,355922.1024,1903349.41,14796903.87,154755023.4,422751.105,15789903.3,24533997.74,1323529.573,6437852.088,8429099.019,156775.0006,3846100.418,6688317.944,1284380.29,2549920.787,8719.47163,10362401.12,35035.09044,69830.99941,10507601.09,183319.026,1377489.604,286854.9723,480333.8647,374427.014,62485.11777,2005579.883,1205890.099,298172.9794,1559779555.0,9352.361626,10978.39856,3915.560163,179472.9633,82723.40789,369499.0168
155,ZKFV71L-E11,705623.9483,3674101.368,347142.8665,25782878.41,2301702.59,1051181.238,92015.54573,28730106.4,30547.78173,3568236.974,265023.3594,167027452.3,3158.124107,5664942.964,2146969.105,2939460.58,5397388.109,583328.8894,8227.052873,7924014.008,13139.93028,697416.0305,5155.98239,14152170.51,109928.0473,26958371.26,2388477.739,5542363.871,2215145.449,2048845.832,23548796.59,63697.09689,19675132.29,27470122.34,2412420.551,226155524.9,945789.7624,21872.03748,8402690.995,2167949.92,1020029.892,15397150.02,28356.64655,3306354.535,333355.0368,6252319.185,264229.13,22233164.97,199526.3832,161745.9429,2251991.576,23662349.6,476553.9423,2266743.944,15773724.34,219652853.4,205282.3407,16373393.21,8054870.702,4119563.357,3581593.067,58430163.89,88694.06815,5498322.123,7979572.354,1365653.451,2202117.471,37297.72462,21727517.33,46855.47454,70256.78798,42556318.07,665911.071,1284539.657,310275.4446,669841.3907,362937.0966,19208.00415,2274187.856,1387032.345,46106.41906,877880909.0,8005.374508,21872.03748,3538.170115,23796.96554,118867.9292,538404.1483
156,ZKFV71L-E12,811746.6499,4218474.646,350178.2613,27131773.15,2486439.677,141821.821,127262.6903,30004176.54,34990.60527,3942829.788,304320.0789,164673138.4,13993.63533,6374805.967,2383995.365,3145024.881,5393835.154,612576.289,38317.61113,7435920.936,13487.54357,746752.1703,7365.879085,10963005.27,132388.6577,27357441.91,2606260.753,6454885.17,2254506.127,2322343.584,25591475.61,68443.69373,20376458.61,28578958.39,2776488.52,257866657.2,1070252.667,28650.84364,8622052.999,2286912.917,1194379.601,17020027.12,23802.57443,3699964.505,353936.249,14887518.86,32740.52874,23765081.28,226349.093,154930.3218,2426524.507,25903074.33,506818.6189,2257633.703,17092143.51,251595346.9,314059.8517,17673445.62,7988869.876,4272028.971,4044920.732,8788161.794,102661.8046,6033149.911,8808897.283,1378330.087,2666119.472,31448.42183,22494983.92,68840.02496,64197.07744,42686602.36,132358.3788,1446976.439,333620.8665,735772.3827,409890.7763,22735.04123,2559765.109,1659871.353,39431.20011,714030272.4,32812.92039,28650.84364,18263.48526,30382.01637,122026.9263,648146.3133
