,SampleID,FFA.24.1.+Lipidomics,TAG44.0.FA16.0+Lipidomics,TAG44.1.FA14.0+Lipidomics,TAG44.2.FA14.0+Lipidomics,TAG45.0.FA15.0+Lipidomics,TAG46.0.FA12.0+Lipidomics,TAG46.0.FA16.0+Lipidomics,TAG46.1.FA16.0+Lipidomics,TAG46.1.FA18.1+Lipidomics,TAG46.2.FA18.2+Lipidomics,TAG47.0.FA14.0+Lipidomics,TAG47.0.FA16.0+Lipidomics,TAG47.0.FA17.0+Lipidomics,TAG47.1.FA15.0+Lipidomics,TAG47.1.FA16.0+Lipidomics,TAG47.1.FA18.1+Lipidomics,TAG47.2.FA15.0+Lipidomics,TAG47.2.FA18.2+Lipidomics,TAG48.0.FA14.0+Lipidomics,TAG48.0.FA18.0+Lipidomics,TAG48.1.FA14.1+Lipidomics,TAG48.1.FA16.0+Lipidomics,TAG48.1.FA18.1+Lipidomics,TAG48.2.FA16.0+Lipidomics,TAG48.2.FA18.2+Lipidomics,TAG48.3.FA16.0+Lipidomics,TAG48.4.FA16.1+Lipidomics,TAG48.4.FA18.1+Lipidomics,TAG48.4.FA18.2+Lipidomics,TAG49.0.FA15.0+Lipidomics,TAG49.0.FA16.0+Lipidomics,TAG49.0.FA17.0+Lipidomics,TAG49.0.FA18.0+Lipidomics,TAG49.1.FA14.0+Lipidomics,TAG49.1.FA16.0+Lipidomics,TAG49.1.FA17.0+Lipidomics,TAG49.1.FA18.1+Lipidomics,TAG49.2.FA16.0+Lipidomics,TAG49.2.FA16.1+Lipidomics,TAG49.2.FA17.0+Lipidomics,TAG49.2.FA18.2+Lipidomics,TAG50.0.FA16.0+Lipidomics,TAG50.0.FA18.0+Lipidomics,TAG50.1.FA18.1+Lipidomics,TAG50.2.FA16.1+Lipidomics,TAG50.3.FA18.1+Lipidomics,TAG50.4.FA18.2+Lipidomics,TAG51.0.FA16.0+Lipidomics,TAG51.0.FA17.0+Lipidomics,TAG51.0.FA18.0+Lipidomics,TAG51.1.FA15.0+Lipidomics,TAG51.1.FA16.0+Lipidomics,TAG51.1.FA17.0+Lipidomics,TAG51.1.FA18.1+Lipidomics,TAG51.2.FA17.0+Lipidomics,TAG51.4.FA18.2+Lipidomics,TAG52.0.FA16.0+Lipidomics,TAG52.0.FA18.0+Lipidomics,TAG52.1.FA16.1+Lipidomics,TAG52.1.FA18.0+Lipidomics,TAG52.1.FA18.1+Lipidomics,TAG52.2.FA18.1+Lipidomics,TAG52.2.FA20.2+Lipidomics,TAG52.3.FA18.1+Lipidomics,TAG52.3.FA18.2+Lipidomics,TAG52.3.FA20.0+Lipidomics,TAG52.4.FA18.2+Lipidomics,TAG52.4.FA20.0+Lipidomics,TAG52.7.FA16.0+Lipidomics,TAG52.7.FA18.1+Lipidomics,TAG52.8.FA16.1+Lipidomics,TAG52.8.FA18.2+Lipidomics,TAG53.1.FA17.0+Lipidomics,TAG53.1.FA18.0+Lipidomics,TAG53.2.FA16.0+Lipidomics,TAG53.2.FA17.0+Lipidomics,TAG53.2.FA18.1+Lipidomics,TAG53.3.FA18.2+Lipidomics,TAG53.4.FA18.2+Lipidomics,TAG54.1.FA18.1+Lipidomics,TAG54.1.FA20.0+Lipidomics,TAG54.2.FA18.1+Lipidomics,TAG54.2.FA20.1+Lipidomics,TAG54.3.FA18.2+Lipidomics,TAG54.3.FA20.2+Lipidomics,TAG54.4.FA18.2+Lipidomics,TAG54.4.FA22.1+Lipidomics,TAG56.3.FA20.1+Lipidomics,TAG56.5.FA22.4+Lipidomics,TAG56.7.FA16.0+Lipidomics,TAG56.8.FA16.0+Lipidomics,TAG56.8.FA18.1+Lipidomics,TAG56.8.FA22.6+Lipidomics,TAG58.10.FA18.2+Lipidomics,TAG58.8.FA18.1+Lipidomics,TAG58.8.FA22.6+Lipidomics,TAG58.9.FA18.1+Lipidomics,TAG58.9.FA18.2+Lipidomics,TAG58.9.FA22.6+Lipidomics,TAG60.12.FA22.6+Lipidomics
140,ZLTUJTN-E12,5.6186,2.4829,0.9519,0.2133,0.3225,0.4848,14.4891,9.1554,5.7199,3.0159,0.5039,2.6941,0.465,1.4098,1.6649,1.256,0.5968,0.6726,6.0346,4.269,0.6932,78.412,50.3298,36.5126,27.7803,5.053,0.6089,0.3317,1.453,1.027,4.1273,1.6245,0.7308,0.9533,12.4478,1.7479,9.8961,6.1877,2.5977,0.6982,5.6569,51.4043,16.9443,214.9107,91.2468,42.7861,22.4679,1.7351,1.2326,0.971,1.4325,10.7233,8.8195,11.3208,6.601,4.7971,7.5869,9.8167,1.0292,65.6488,113.585,788.4149,2.103,555.5311,498.9179,1.1645,304.0583,1.1943,1.6564,0.9228,0.3027,0.577,1.7465,1.5693,2.9004,9.1094,17.0379,10.0421,7.594,7.4614,1.5849,62.4515,6.535,41.382,6.8533,99.7416,0.3388,1.8322,4.7205,14.8052,6.7675,1.5388,35.6784,0.8612,3.1782,10.8728,1.6791,1.7316,8.3226,1.8634
141,ZLTUJTN-E13,30.4079,2.4606,0.9248,0.24,0.3138,0.4848,13.9018,8.7664,5.6092,2.9266,0.4777,2.6724,0.4322,1.3523,1.6198,1.1664,0.5703,0.6401,5.821,4.0318,0.6495,74.9262,48.3062,35.4468,27.1173,4.7526,0.5624,0.3498,1.4158,0.9876,3.8451,1.5523,0.7569,0.9295,12.126,1.721,9.4504,5.9426,2.5461,0.6918,5.388,49.0584,16.2236,208.5041,88.2875,41.8271,21.6532,1.659,1.1335,0.8973,1.3947,10.0763,8.5993,10.9619,6.436,4.697,7.138,8.997,1.0158,63.1289,109.2215,777.7977,2.0253,545.4356,488.9415,1.1146,289.9756,1.2064,1.5923,0.8613,0.3106,0.5303,1.7359,1.4503,2.8168,8.6723,16.608,9.8143,7.4902,7.1905,1.4935,59.0265,6.4344,40.6246,6.7262,97.8799,0.3365,1.7453,4.6413,14.5427,6.6046,1.5562,34.2616,0.8456,2.9548,10.656,1.7068,1.7076,8.0957,1.6912
142,ZLTUJTN-E14,7.1755,2.5404,0.9621,0.228,0.3231,0.4879,14.744,9.4222,5.7719,3.0361,0.5211,2.6948,0.4651,1.4343,1.6167,1.2878,0.6299,0.6722,6.0579,4.4151,0.6898,79.3292,50.798,37.2037,28.3905,5.2169,0.6579,0.3641,1.5835,1.0578,4.09,1.6206,0.8214,0.9868,12.7332,1.7965,10.0332,6.2578,2.6563,0.6592,5.8833,52.9339,17.4818,221.329,94.2009,44.2139,22.986,1.7203,1.2174,1.0031,1.4878,10.8214,9.0464,11.5164,6.9346,5.1733,7.6791,9.942,0.9953,66.5081,117.3165,813.5973,2.2544,570.5645,516.8256,1.2604,314.5872,1.2989,1.792,0.9386,0.3615,0.5543,1.747,1.6057,3.0094,9.2073,17.9632,10.4247,7.9097,7.7085,1.6754,63.3879,6.7236,43.6218,7.003,103.4264,0.3641,1.7444,4.9186,15.3746,6.9861,1.6493,36.4833,0.8865,3.1716,11.1842,1.6942,1.7874,8.511,1.7822
143,ZLTUJTN-E15,7.4434,2.1641,0.8153,0.1776,0.2544,0.4589,13.2026,8.0411,5.0552,2.5462,0.4732,2.5188,0.4129,1.2753,1.4623,1.0988,0.5028,0.5921,5.5393,3.9038,0.636,70.1224,44.7704,32.1951,25.2346,4.5442,0.5198,0.2878,1.3131,0.9233,3.5912,1.4875,0.6996,0.8712,11.1076,1.5675,8.6415,5.3902,2.317,0.6113,4.9016,47.127,15.6721,194.7303,82.2926,37.8797,19.4481,1.6509,1.1196,0.8411,1.3049,9.6914,7.7845,10.1651,6.2444,4.213,6.9467,8.8909,0.9348,60.5544,104.2968,705.8858,1.9497,496.0781,448.5544,1.0434,271.0203,1.0576,1.5823,0.8444,0.2928,0.4776,1.5818,1.4272,2.6334,8.1102,15.5712,9.0307,6.995,6.655,1.5006,56.8831,5.8222,38.5782,6.1265,90.2591,0.2917,1.5144,4.3873,12.9882,6.0152,1.3066,30.0995,0.7292,2.7008,9.2029,1.3241,1.4546,6.9495,1.3647
144,ZL9BTWF-E11,5.6344,0.3839,0.1393,0.0564,0.0386,0.1441,2.0429,1.8855,1.7132,0.8401,0.0622,0.3153,0.076,0.2281,0.2228,0.2356,0.1053,0.1345,1.3059,0.7811,0.134,17.2301,12.9439,8.3965,7.1273,1.1108,0.1446,0.1569,0.6476,0.1951,0.6875,0.2265,0.1037,0.1951,2.5507,0.3026,2.1833,1.3102,0.5583,0.1351,1.3011,13.2406,3.8784,65.5015,28.523,17.4279,9.3382,0.3493,0.2611,0.1888,0.5115,2.4864,2.0674,2.8628,1.6228,1.928,2.3949,3.2382,0.3355,24.7413,51.2108,413.8087,0.5918,286.1735,258.73,0.5732,152.9714,0.5759,0.3616,0.2265,0.0718,0.1393,0.5849,0.4738,0.9422,3.6711,7.0768,4.2565,3.6221,3.963,0.7535,39.6085,2.8118,23.965,3.5131,73.4567,0.2425,1.2097,2.3029,3.4461,1.0677,0.6886,4.3565,0.3265,0.913,1.6967,0.5078,0.503,1.4431,0.159
145,ZL9BTWF-E12,7.9705,0.3285,0.1169,0.0511,0.0326,0.1135,1.7852,1.5582,1.3784,0.6897,0.0481,0.3434,0.0774,0.2164,0.2164,0.2097,0.0981,0.1048,1.0407,0.6209,0.1087,14.2155,10.8696,6.9673,6.0276,0.9292,0.1289,0.1241,0.5449,0.1813,0.594,0.2058,0.1135,0.1505,2.1647,0.2525,1.8694,1.0912,0.48,0.1116,1.1273,11.8334,3.3723,57.5897,24.9447,14.4877,7.9225,0.2943,0.2212,0.1654,0.4405,2.2604,1.8843,2.6057,1.4034,1.6405,2.0897,2.8063,0.2958,21.7994,44.9099,373.55,0.5324,253.0329,229.6423,0.4752,135.8589,0.4906,0.3131,0.2135,0.0548,0.1395,0.518,0.4035,0.8546,3.3488,6.5912,3.8552,3.1549,3.4464,0.6709,35.1468,2.5966,21.2733,3.1588,64.0872,0.2135,1.0475,2.0675,3.2357,0.997,0.6685,4.4087,0.2934,0.8719,1.6814,0.4958,0.4463,1.4625,0.1678
146,ZL9BTWF-E13,5.6414,0.2501,0.0885,0.0331,0.024920144,0.0929,1.3751,1.2728,1.1581,0.5996,0.043,0.2531,0.0638,0.1636,0.1592,0.1844,0.0855,0.1068,0.8858,0.5506,0.0949,12.4211,9.2324,5.9379,5.1589,0.8685,0.1246,0.1087,0.4478,0.1453,0.4622,0.1839,0.083,0.1532,1.9495,0.218,1.5743,0.9584,0.3999,0.0998,0.9303,10.0114,2.8852,49.6354,21.7558,13.0024,6.7515,0.2605,0.2066,0.1384,0.3663,1.8793,1.5313,2.1858,1.2624,1.3825,1.7533,2.3958,0.2714,18.9611,39.105,324.8391,0.4809,221.3127,201.1935,0.5067,120.6739,0.4711,0.3055,0.1715,0.0568,0.0969,0.4513,0.3584,0.7054,2.948,5.7091,3.3854,2.9401,2.9158,0.5902,30.5542,2.2253,18.7658,2.6756,56.5792,0.2056,0.9599,1.8926,2.8995,0.9441,0.6594,3.9904,0.2649,0.8126,1.6149,0.4814,0.4834,1.3662,0.1982
147,ZL9BTWF-E14,6.9108,0.2797,0.097,0.0373,0.0244,0.088,1.3625,1.2835,1.1371,0.5234,0.0554,0.2622,0.0754,0.1419,0.1894,0.1827,0.0736,0.0974,0.813,0.5284,0.0907,12.0535,9.0368,5.8238,5.0346,0.7555,0.101,0.1154,0.4359,0.1495,0.4772,0.176,0.0952,0.1297,1.8056,0.211,1.6704,0.9409,0.4408,0.0983,0.9207,9.6868,2.8839,48.6661,21.2887,12.2816,6.4676,0.2411,0.1639,0.1383,0.3753,1.8787,1.5753,2.1898,1.2354,1.4208,1.8213,2.3901,0.2294,18.9157,38.5475,318.7491,0.4642,216.1254,197.4571,0.4337,115.8495,0.4444,0.2608,0.1782,0.0575,0.1244,0.4624,0.36,0.7578,2.8551,5.6905,3.1936,2.8084,2.9889,0.611,30.2608,2.2504,18.1274,2.6994,54.9438,0.1953,0.9418,1.8689,2.8345,0.9207,0.6249,3.9819,0.2734,0.7569,1.5919,0.4377,0.4251,1.3598,0.171
148,ZL9BTWF-E15,6.143,0.2355,0.1074,0.0298,0.036891301,0.0872,1.2939,1.244,1.0463,0.5461,0.0484,0.2299,0.0595,0.1619,0.1709,0.1719,0.0716,0.0933,0.8315,0.5612,0.0832,11.3239,8.7003,5.7187,5.0001,0.8144,0.1104,0.0918,0.4397,0.1447,0.4402,0.1704,0.0893,0.1367,1.8173,0.1921,1.4658,0.9515,0.412,0.0908,0.952,9.2348,2.6533,46.191,20.5158,12.4897,6.8436,0.2536,0.1926,0.1321,0.3747,1.8445,1.4633,2.0694,1.1895,1.4386,1.665,2.2091,0.2294,17.751,36.9421,307.925,0.4185,214.8461,194.6614,0.4523,118.1807,0.4458,0.2683,0.177,0.0459,0.1109,0.4321,0.3409,0.6913,2.7038,5.4837,3.1899,2.8329,2.7764,0.6081,28.68,2.0755,18.1292,2.6372,54.859,0.1926,0.9243,1.8793,2.9085,0.9278,0.6464,4.1101,0.2995,0.826,1.5904,0.4639,0.4715,1.3569,0.1825
149,ZL63I8R-E11,9.9779,0.1363,0.0648,0.0237,0.0369,0.0388,0.7596,0.6323,0.4212,0.2291,0.0379,0.2319,0.0563,0.1311,0.1425,0.0999,0.0573,0.0648,0.4624,0.3067,0.0738,7.184,4.384,3.4053,2.444,0.5102,0.0558,0.0795,0.1969,0.1141,0.3649,0.1567,0.071,0.0833,1.3801,0.1751,1.1207,0.7573,0.345,0.0573,0.708,7.0898,1.9831,32.7641,16.5995,6.6189,3.4133,0.2073,0.1595,0.1046,0.2996,1.5107,1.2954,1.5907,1.0213,1.0081,1.3721,1.9547,0.1978,14.9563,30.9944,265.0913,0.2674,176.5491,162.6597,0.3474,94.5525,0.3701,0.2106,0.1249,0.0473,0.0767,0.3545,0.2967,0.7009,2.3565,4.5147,2.5127,2.126,2.3101,0.4846,23.5918,2.0446,15.0471,2.2812,42.3457,0.1515,0.9328,1.5273,2.2708,0.7733,0.2963,3.6637,0.2016,0.6678,1.5396,0.3076,0.3824,1.231,0.1164
150,ZL63I8R-E12,10.6541,0.0943,0.0279,0.022741263,0.030698033,0.0364,0.6197,0.4873,0.314,0.1725,0.0223,0.1733,0.0389,0.0813,0.0975,0.0919,0.0323,0.0393,0.3167,0.2087,0.0711,5.5484,3.1118,2.6379,1.7573,0.4531,0.0621,0.0904,0.2032,0.0731,0.3002,0.1163,0.057,0.0558,1.0955,0.1108,0.826,0.5977,0.2872,0.0455,0.5022,5.7972,1.54,27.546,13.3445,4.7924,2.5491,0.1529,0.1281,0.0845,0.2448,1.2005,1.0684,1.2429,0.8283,0.7945,1.136,1.494,0.1497,11.8768,24.9514,214.9036,0.222,141.675,129.8592,0.3175,73.1382,0.2825,0.1623,0.1077,0.0401,0.068,0.3167,0.2252,0.593,1.8885,3.6155,1.9812,1.7525,1.8209,0.3874,19.9763,1.5411,12.3523,1.6987,37.207,0.1265,0.789,1.2134,1.7793,0.615,0.3045,2.7553,0.1929,0.6087,1.2897,0.2782,0.3356,1.0948,0.1206
151,ZL63I8R-E13,6.5759,0.1048,0.0302,0.004815972,0.016343001,0.0344,0.6578,0.5296,0.3455,0.1885,0.0247,0.18,0.0449,0.0841,0.1125,0.0935,0.0405,0.0469,0.3661,0.2338,0.091,6.3493,3.526,2.9423,2.0381,0.5211,0.0627,0.1044,0.2185,0.1113,0.324,0.1295,0.0712,0.0631,1.1962,0.1444,0.9434,0.6558,0.2888,0.0579,0.5623,6.3194,1.7015,30.7155,14.7688,5.5269,2.8177,0.174,0.1315,0.1032,0.263,1.3382,1.1214,1.4495,0.9228,0.8787,1.2161,1.6704,0.1901,13.363,27.6183,235.6134,0.2553,157.6932,143.9757,0.3524,82.3451,0.3119,0.1962,0.1193,0.0396,0.0785,0.3386,0.2573,0.6639,1.9948,4.0119,2.3027,1.9135,2.1789,0.4013,21.9952,1.6874,13.4131,1.8132,41.7904,0.1331,0.8439,1.3848,2.0102,0.6825,0.3139,3.1623,0.197,0.6181,1.4127,0.3172,0.3617,1.1934,0.1254
152,ZL63I8R-E14,19.2186,0.1241,0.032,0.0227,0.0178,0.0286,0.6549,0.5219,0.3421,0.2042,0.0267,0.186,0.0378,0.0836,0.1166,0.0814,0.0289,0.0472,0.3493,0.2167,0.089,5.904,3.2105,2.8764,1.8913,0.4983,0.0819,0.0908,0.2474,0.0917,0.2785,0.1197,0.0667,0.0525,1.1385,0.1272,0.8836,0.6113,0.3146,0.0507,0.594,5.9169,1.5474,28.4811,14.3636,5.3349,2.7522,0.178,0.1361,0.0917,0.2469,1.2391,1.0834,1.2996,0.9156,0.8582,1.1599,1.47,0.1384,12.0269,25.0851,219.3948,0.2443,146.7042,135.655,0.339,78.6873,0.3017,0.1704,0.1183,0.0337,0.0636,0.3003,0.2443,0.5753,1.9091,3.5664,2.0711,1.8419,1.8726,0.3657,19.9739,1.539,12.3343,1.696,38.7354,0.1366,0.7782,1.2894,1.8709,0.6536,0.2727,2.8065,0.1878,0.6024,1.329,0.3008,0.3501,1.1167,0.1135
153,ZL63I8R-E15,7.4388,0.1057,0.0438,0.0166,0.010364412,0.0306,0.6866,0.5946,0.3491,0.2123,0.0249,0.1961,0.041,0.102,0.1244,0.1008,0.0502,0.0788,0.3499,0.2094,0.0954,6.3974,3.4236,3.1981,2.0926,0.5772,0.0904,0.1182,0.2438,0.0983,0.311,0.1153,0.058,0.0556,1.156,0.126,0.9022,0.6601,0.352,0.0626,0.5739,5.8625,1.5503,28.8381,14.583,5.7957,3.0504,0.1522,0.1368,0.073,0.2604,1.2136,1.0768,1.2779,0.8798,0.8923,1.1038,1.4479,0.1538,11.9754,25.3427,219.6422,0.2243,148.3526,135.7595,0.3213,76.753,0.2907,0.1795,0.0999,0.0336,0.0684,0.3014,0.2343,0.59,2.0068,3.7321,2.0578,1.882,1.8969,0.3918,20.8643,1.5064,12.689,1.6258,41.5437,0.1522,0.804,1.2257,1.7083,0.5316,0.3085,2.6765,0.1675,0.5884,1.3355,0.2965,0.2919,1.0739,0.1078
154,ZKFV71L-E11,12.9934,0.1878,0.0859,0.0202,0.151223254,0.0557,1.1637,0.9275,0.7247,0.3035,0.0565,0.5234,0.0767,0.187,0.2296,0.2385,0.0732,0.0983,0.7189,0.5307,0.0956,9.0703,6.6988,4.2436,2.9116,0.6999,0.1603,0.0979,0.2776,0.1595,0.6573,0.1866,0.1703,0.1467,2.0692,0.2601,1.9376,0.8795,0.5698,0.1049,0.7135,6.0503,2.0339,26.5566,18.0562,10.1504,4.5502,0.4107,0.2222,0.1936,0.41,1.8059,1.4397,2.1919,1.0479,1.0611,1.66,2.0463,0.3372,13.9972,26.9209,216.8889,0.3252,131.0477,107.014,0.2683,58.4606,0.2156,0.3968,0.2718,0.1041,0.1281,0.4928,0.4247,0.7262,2.7137,5.2575,2.5039,2.2023,3.3858,1.2171,27.0626,2.7548,12.9632,2.272,35.5514,0.1235,1.8381,1.4273,5.6113,2.6816,2.0204,16.829,0.8602,3.8348,11.5874,1.8903,1.6081,8.5214,3.5159
155,ZKFV71L-E12,8.4295,0.1598,0.0967,0.0272,0.0295,0.0521,1.0589,0.8716,0.7722,0.3476,0.0425,0.4294,0.063,0.1887,0.2438,0.2473,0.081,0.1055,0.7035,0.4623,0.1099,9.4334,6.9556,4.7703,3.3931,0.8261,0.1891,0.1108,0.3323,0.1558,0.6116,0.1699,0.13,0.148,1.9297,0.271,1.8285,0.9276,0.6242,0.1199,0.7792,6.0582,1.9831,28.1508,20.6072,12.133,5.9601,0.3629,0.1983,0.1729,0.4207,1.8141,1.4998,2.191,1.1496,1.2179,1.6127,2.0172,0.341,14.3879,29.4592,243.2881,0.3196,159.1181,129.0157,0.2977,73.8195,0.2657,0.376,0.2819,0.0932,0.1164,0.517,0.3944,0.7617,2.9672,6.0302,2.8884,2.6633,3.2823,1.1185,28.9247,2.8371,14.7395,2.5697,41.8479,0.1558,1.7576,1.5295,6.4754,3.158,2.0299,19.5198,0.9688,3.9854,12.4793,2.0242,1.8036,9.3011,3.3025
156,ZKFV71L-E13,9.4126,0.1612,0.0947,0.0234,0.05998621,0.0378,1.1355,0.8922,0.6806,0.3135,0.0458,0.3893,0.06,0.1664,0.2156,0.2244,0.0679,0.1088,0.5766,0.4312,0.0878,7.8545,5.9791,4.0876,2.8505,0.6967,0.1692,0.104,0.305,0.1237,0.494,0.1487,0.1209,0.1366,1.7315,0.1995,1.553,0.8519,0.5118,0.1044,0.6512,5.0515,1.6235,23.6795,17.6528,10.5728,5.1474,0.2788,0.1572,0.1435,0.3353,1.5804,1.2468,1.9443,1.0167,1.0404,1.3189,1.6247,0.3083,12.4732,24.7014,207.6815,0.2954,135.2608,110.0834,0.2539,64.3339,0.2539,0.3171,0.2265,0.0931,0.0983,0.4537,0.3788,0.6737,2.589,5.0789,2.4798,2.3787,2.7554,0.9756,24.9601,2.4141,12.808,2.1155,35.7972,0.1334,1.5425,1.3286,5.6052,2.8264,1.8129,17.5347,0.8934,3.4888,10.8082,1.7452,1.5889,8.4911,3.0508
157,ZKFV71L-E14,8.428,0.1489,0.0814,0.0262,0.0234,0.0489,0.9296,0.8461,0.6938,0.3438,0.051,0.3745,0.0616,0.1645,0.2206,0.2307,0.0717,0.1109,0.6006,0.4302,0.0995,8.8158,6.5833,4.3815,3.1562,0.7495,0.1869,0.0974,0.329,0.1396,0.5336,0.1518,0.1177,0.143,1.8356,0.2244,1.6618,0.8613,0.5445,0.0962,0.6858,5.4887,1.7762,25.9371,19.2412,11.312,5.5157,0.3016,0.1923,0.1666,0.3724,1.7019,1.324,2.0604,1.0975,1.2055,1.4497,1.7791,0.3007,13.3433,27.0957,228.6951,0.3197,148.1704,121.5922,0.2796,71.2317,0.2514,0.3286,0.2438,0.0848,0.1122,0.4998,0.3737,0.6926,2.8256,5.6279,2.7817,2.5215,3.1023,1.0351,27.1607,2.5805,13.6035,2.3603,39.339,0.135,1.6197,1.4121,5.7979,2.8791,1.8698,18.0407,0.8993,3.6915,11.6966,1.9124,1.691,8.7749,3.1499
158,ZKFV71L-E15,7.8081,0.1305,0.0783,0.029,0.0245,0.0408,0.8074,0.8033,0.6691,0.3144,0.0472,0.3682,0.0567,0.1688,0.2328,0.2059,0.0869,0.1015,0.5994,0.3931,0.1056,8.2865,6.0935,4.29,3.1051,0.7503,0.1725,0.1023,0.3221,0.1289,0.5199,0.146,0.1097,0.1325,1.7864,0.2165,1.5764,0.8734,0.5729,0.1227,0.7429,5.256,1.5988,25.893,19.5699,11.2146,5.7294,0.2834,0.1717,0.1456,0.356,1.6229,1.3525,1.9935,1.0863,1.2033,1.3505,1.6131,0.283,12.7689,27.1987,229.6904,0.3066,151.9767,125.7017,0.2761,73.0906,0.2973,0.2952,0.2406,0.082,0.0913,0.42,0.378,0.6699,2.703,5.3469,2.7181,2.5383,2.7805,0.8755,25.1301,2.3817,13.39,2.2414,38.3268,0.1435,1.3362,1.4178,5.7102,2.69,1.7301,16.8584,0.8461,3.3143,10.7061,1.6963,1.5686,8.1662,2.8824
159,ZK4CK8Y-E11,8.2792,0.3057,0.2095,0.0567,0.0284,0.1286,1.1317,1.5858,1.2873,0.4568,0.0576,0.3008,0.0701,0.2271,0.2154,0.205,0.0832,0.0989,0.7221,0.4815,0.1371,10.4502,7.283,5.1221,2.9976,0.8012,0.1574,0.1156,0.3615,0.1479,0.4923,0.1969,0.1142,0.1502,1.8507,0.2788,1.5089,0.8183,0.7055,0.1138,0.6362,6.8972,2.2787,32.3788,24.7365,9.4772,3.7337,0.3089,0.1933,0.1506,0.353,1.7684,1.3741,1.9361,1.1506,0.7293,1.5521,1.9208,0.3102,13.3804,26.6245,220.0642,0.3462,121.7964,97.2973,0.2194,47.4043,0.1821,0.3039,0.1695,0.0994,0.0652,0.3705,0.3507,0.7234,2.3246,4.7049,1.9042,1.5566,2.4716,0.7369,20.542,1.651,11.0738,1.9001,27.8799,0.0958,0.696,1.2306,2.4873,0.8246,0.8107,4.4104,0.2558,1.0881,2.954,0.5369,0.4514,2.0116,0.3687
160,ZK4CK8Y-E12,6.4916,0.3219,0.2228,0.0589,0.0449,0.1146,1.2224,1.7569,1.4937,0.5727,0.0716,0.3542,0.0818,0.2492,0.2713,0.2368,0.1136,0.0942,0.7977,0.5436,0.1701,12.576,8.6262,6.2288,3.7867,0.9985,0.1905,0.1496,0.4559,0.1717,0.5517,0.2196,0.1125,0.1647,2.1654,0.337,1.9189,1.0636,0.8698,0.1297,0.7573,8.0303,2.5713,38.6209,30.6734,11.6588,4.8271,0.38,0.2121,0.1582,0.4005,1.9846,1.653,2.3334,1.3144,0.9161,1.6659,2.1649,0.3423,15.2059,30.8634,260.4849,0.3999,148.463,121.4327,0.2503,61.4895,0.2341,0.3633,0.2024,0.0867,0.0931,0.4285,0.3768,0.8241,2.6628,5.2572,2.2634,1.8845,2.7834,0.774,23.275,1.8059,12.7644,2.2908,33.1468,0.1163,0.7611,1.3742,3.0676,0.9856,0.949,5.2432,0.3111,1.315,3.3948,0.633,0.6002,2.342,0.4489
161,ZK4CK8Y-E13,10.2635,0.2504,0.1804,0.0359,0.034610609,0.1054,1.0528,1.4776,1.1666,0.4457,0.0438,0.2606,0.0634,0.1898,0.2289,0.1856,0.076,0.1054,0.629,0.4406,0.1292,10.0586,6.8526,5.0141,2.8927,0.8388,0.1604,0.1138,0.3562,0.1301,0.4597,0.1697,0.0928,0.1282,1.7676,0.2821,1.4776,0.8262,0.629,0.1133,0.636,6.3747,1.9783,30.365,23.7945,9.4711,3.7347,0.2602,0.1646,0.1394,0.3315,1.637,1.3517,1.8044,1.0449,0.7078,1.3228,1.7531,0.256,12.0621,24.4174,208.3022,0.3259,120.9799,98.4212,0.2434,48.6829,0.173,0.2681,0.1725,0.0858,0.0699,0.3478,0.311,0.6439,2.2077,4.3395,1.9084,1.5974,2.1467,0.6686,18.6051,1.527,10.4041,1.796,27.0075,0.0923,0.6183,1.1325,2.4562,0.8402,0.78,4.305,0.2443,1.0649,2.75,0.5409,0.4621,1.9583,0.3763
162,ZK4CK8Y-E14,9.8382,0.2649,0.1726,0.0451,0.036268083,0.1317,1.0926,1.5819,1.3627,0.5271,0.0493,0.2581,0.0624,0.2114,0.2722,0.2465,0.0865,0.0897,0.6918,0.4878,0.1385,11.3196,7.6978,5.8583,3.4408,0.9058,0.1894,0.1275,0.428,0.1338,0.4967,0.1862,0.1012,0.1542,1.9743,0.3016,1.6832,0.9321,0.749,0.1222,0.7385,7.3013,2.3509,35.1527,27.9578,10.7704,4.3409,0.3131,0.1747,0.1747,0.3766,1.8143,1.5201,2.043,1.2137,0.8303,1.5237,2.0021,0.3184,13.894,27.823,239.0542,0.3514,137.3369,111.8629,0.2827,55.4253,0.2198,0.31,0.1694,0.1039,0.0965,0.4207,0.3588,0.7317,2.4757,4.9892,2.1872,1.8159,2.5235,0.7579,21.5582,1.7194,12.001,1.9916,30.8133,0.1044,0.7537,1.3244,2.7259,0.9137,0.8707,4.8361,0.2796,1.2153,3.102,0.6478,0.535,2.215,0.4138
